
#TBID:2021-03-17 00:00:00;SAM_84CE;RAW;

[Spectrum]
Version            = 1
IDData             = 96B1_2021-03-17_00-00-00_000_159
IDDevice           = SAM_84CE
IDDataType         = SPECTRUM
IDDataTypeSub1     = RAW
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2021-03-17 00:00:00
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Control
MethodName         = SAM_84CE
Mission            = No Mission
MissionSub         = 1
RecordType         = 0
[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2015-08-21_11-56-43_233_004
IDDataCal = DLAB_2015-08-26_10-05-37_585_478
IntegrationTime = 4096
P31 = -1
P31e = 0
PathLength = +INF
PathLengthCustomOn = 0
RAWDynamic = 65535
Salinity = 0
Temperature = -NAN
Unit1 = $05 $00 Pixel 
Unit2 = $03 $05 Intensity counts
Unit3 = $f0 $05 Error counts
Unit4 = $f1 $00 Status 
p999 = 315
[END] of [Attributes]
[DATA]
 0 11 0 0
 1 1188 0 0
 2 1188 0 0
 3 1192 0 0
 4 1194 0 0
 5 1190 0 0
 6 1194 0 0
 7 1188 0 0
 8 1192 0 0
 9 1195 0 0
 10 1196 0 0
 11 1194 0 0
 12 1194 0 0
 13 1192 0 0
 14 1194 0 0
 15 1190 0 0
 16 1194 0 0
 17 1192 0 0
 18 1193 0 0
 19 1191 0 0
 20 1198 0 0
 21 1201 0 0
 22 1190 0 0
 23 1196 0 0
 24 1198 0 0
 25 1197 0 0
 26 1201 0 0
 27 1200 0 0
 28 1196 0 0
 29 1196 0 0
 30 1200 0 0
 31 1198 0 0
 32 1197 0 0
 33 1194 0 0
 34 1192 0 0
 35 1194 0 0
 36 1198 0 0
 37 1195 0 0
 38 1196 0 0
 39 1201 0 0
 40 1196 0 0
 41 1196 0 0
 42 1196 0 0
 43 1197 0 0
 44 1194 0 0
 45 1194 0 0
 46 1196 0 0
 47 1204 0 0
 48 1200 0 0
 49 1195 0 0
 50 1195 0 0
 51 1199 0 0
 52 1195 0 0
 53 1194 0 0
 54 1194 0 0
 55 1199 0 0
 56 1201 0 0
 57 1198 0 0
 58 1199 0 0
 59 1195 0 0
 60 1194 0 0
 61 1196 0 0
 62 1200 0 0
 63 1196 0 0
 64 1200 0 0
 65 1193 0 0
 66 1201 0 0
 67 1198 0 0
 68 1203 0 0
 69 1196 0 0
 70 1192 0 0
 71 1194 0 0
 72 1196 0 0
 73 1198 0 0
 74 1198 0 0
 75 1202 0 0
 76 1202 0 0
 77 1195 0 0
 78 1198 0 0
 79 1200 0 0
 80 1196 0 0
 81 1202 0 0
 82 1202 0 0
 83 1201 0 0
 84 1200 0 0
 85 1196 0 0
 86 1199 0 0
 87 1202 0 0
 88 1198 0 0
 89 1200 0 0
 90 1201 0 0
 91 1202 0 0
 92 1206 0 0
 93 1205 0 0
 94 1198 0 0
 95 1200 0 0
 96 1194 0 0
 97 1203 0 0
 98 1201 0 0
 99 1206 0 0
 100 1202 0 0
 101 1199 0 0
 102 1203 0 0
 103 1201 0 0
 104 1197 0 0
 105 1203 0 0
 106 1204 0 0
 107 1200 0 0
 108 1201 0 0
 109 1207 0 0
 110 1200 0 0
 111 1207 0 0
 112 1202 0 0
 113 1202 0 0
 114 1199 0 0
 115 1201 0 0
 116 1195 0 0
 117 1204 0 0
 118 1202 0 0
 119 1204 0 0
 120 1198 0 0
 121 1201 0 0
 122 1199 0 0
 123 1203 0 0
 124 1198 0 0
 125 1206 0 0
 126 1198 0 0
 127 1201 0 0
 128 1199 0 0
 129 1200 0 0
 130 1197 0 0
 131 1203 0 0
 132 1200 0 0
 133 1204 0 0
 134 1202 0 0
 135 1204 0 0
 136 1202 0 0
 137 1205 0 0
 138 1203 0 0
 139 1201 0 0
 140 1198 0 0
 141 1202 0 0
 142 1198 0 0
 143 1200 0 0
 144 1194 0 0
 145 1207 0 0
 146 1202 0 0
 147 1193 0 0
 148 1202 0 0
 149 1200 0 0
 150 1205 0 0
 151 1202 0 0
 152 1196 0 0
 153 1201 0 0
 154 1202 0 0
 155 1197 0 0
 156 1197 0 0
 157 1193 0 0
 158 1200 0 0
 159 1203 0 0
 160 1201 0 0
 161 1202 0 0
 162 1198 0 0
 163 1204 0 0
 164 1206 0 0
 165 1200 0 0
 166 1198 0 0
 167 1198 0 0
 168 1201 0 0
 169 1202 0 0
 170 1199 0 0
 171 1200 0 0
 172 1200 0 0
 173 1201 0 0
 174 1200 0 0
 175 1198 0 0
 176 1203 0 0
 177 1204 0 0
 178 1197 0 0
 179 1203 0 0
 180 1200 0 0
 181 1204 0 0
 182 1204 0 0
 183 1197 0 0
 184 1196 0 0
 185 1200 0 0
 186 1202 0 0
 187 1200 0 0
 188 1192 0 0
 189 1202 0 0
 190 1205 0 0
 191 1204 0 0
 192 1195 0 0
 193 1200 0 0
 194 1196 0 0
 195 1202 0 0
 196 1196 0 0
 197 1198 0 0
 198 1203 0 0
 199 1200 0 0
 200 1203 0 0
 201 1198 0 0
 202 1196 0 0
 203 1202 0 0
 204 1199 0 0
 205 1202 0 0
 206 1200 0 0
 207 1206 0 0
 208 1202 0 0
 209 1202 0 0
 210 1198 0 0
 211 1197 0 0
 212 1201 0 0
 213 1203 0 0
 214 1197 0 0
 215 1203 0 0
 216 1204 0 0
 217 1200 0 0
 218 1198 0 0
