
#TBID:2021-03-26 00:00:00;SAM_84CE;RAW;

[Spectrum]
Version            = 1
IDData             = 96B1_2021-03-26_00-00-00_000_889
IDDevice           = SAM_84CE
IDDataType         = SPECTRUM
IDDataTypeSub1     = RAW
IDDataTypeSub2     = 
IDDataTypeSub3     = 
DateTime           = 2021-03-26 00:00:00
PositionLatitude   = 0
PositionLongitude  = 0
Comment            = 
CommentSub1        = 
CommentSub2        = 
CommentSub3        = 
IDMethodType       = SAM Control
MethodName         = SAM_84CE
Mission            = No Mission
MissionSub         = 1
RecordType         = 0
[Attributes]
CalFactor = 1
IDBasisSpec = 
IDDataBack = DLAB_2015-08-21_11-56-43_233_004
IDDataCal = DLAB_2015-08-26_10-05-37_585_478
IntegrationTime = 4096
P31 = -1
P31e = 0
PathLength = +INF
PathLengthCustomOn = 0
RAWDynamic = 65535
Salinity = 0
Temperature = -NAN
Unit1 = $05 $00 Pixel 
Unit2 = $03 $05 Intensity counts
Unit3 = $f0 $05 Error counts
Unit4 = $f1 $00 Status 
p999 = 88
[END] of [Attributes]
[DATA]
 0 11 0 0
 1 1124 0 0
 2 1118 0 0
 3 1128 0 0
 4 1131 0 0
 5 1126 0 0
 6 1127 0 0
 7 1124 0 0
 8 1133 0 0
 9 1131 0 0
 10 1128 0 0
 11 1133 0 0
 12 1132 0 0
 13 1136 0 0
 14 1137 0 0
 15 1129 0 0
 16 1133 0 0
 17 1133 0 0
 18 1142 0 0
 19 1127 0 0
 20 1129 0 0
 21 1133 0 0
 22 1134 0 0
 23 1138 0 0
 24 1137 0 0
 25 1138 0 0
 26 1132 0 0
 27 1134 0 0
 28 1134 0 0
 29 1133 0 0
 30 1139 0 0
 31 1139 0 0
 32 1136 0 0
 33 1141 0 0
 34 1136 0 0
 35 1140 0 0
 36 1142 0 0
 37 1135 0 0
 38 1141 0 0
 39 1142 0 0
 40 1143 0 0
 41 1142 0 0
 42 1138 0 0
 43 1143 0 0
 44 1144 0 0
 45 1144 0 0
 46 1147 0 0
 47 1147 0 0
 48 1146 0 0
 49 1149 0 0
 50 1146 0 0
 51 1135 0 0
 52 1145 0 0
 53 1140 0 0
 54 1143 0 0
 55 1143 0 0
 56 1143 0 0
 57 1144 0 0
 58 1146 0 0
 59 1145 0 0
 60 1144 0 0
 61 1142 0 0
 62 1148 0 0
 63 1148 0 0
 64 1144 0 0
 65 1146 0 0
 66 1148 0 0
 67 1153 0 0
 68 1148 0 0
 69 1143 0 0
 70 1140 0 0
 71 1149 0 0
 72 1146 0 0
 73 1152 0 0
 74 1154 0 0
 75 1150 0 0
 76 1154 0 0
 77 1144 0 0
 78 1147 0 0
 79 1148 0 0
 80 1152 0 0
 81 1154 0 0
 82 1146 0 0
 83 1148 0 0
 84 1148 0 0
 85 1153 0 0
 86 1148 0 0
 87 1149 0 0
 88 1146 0 0
 89 1153 0 0
 90 1149 0 0
 91 1150 0 0
 92 1152 0 0
 93 1150 0 0
 94 1152 0 0
 95 1146 0 0
 96 1142 0 0
 97 1150 0 0
 98 1153 0 0
 99 1149 0 0
 100 1147 0 0
 101 1148 0 0
 102 1152 0 0
 103 1154 0 0
 104 1147 0 0
 105 1148 0 0
 106 1154 0 0
 107 1148 0 0
 108 1157 0 0
 109 1149 0 0
 110 1152 0 0
 111 1152 0 0
 112 1148 0 0
 113 1149 0 0
 114 1150 0 0
 115 1153 0 0
 116 1145 0 0
 117 1149 0 0
 118 1154 0 0
 119 1150 0 0
 120 1152 0 0
 121 1148 0 0
 122 1147 0 0
 123 1148 0 0
 124 1150 0 0
 125 1152 0 0
 126 1156 0 0
 127 1144 0 0
 128 1151 0 0
 129 1150 0 0
 130 1153 0 0
 131 1153 0 0
 132 1148 0 0
 133 1150 0 0
 134 1159 0 0
 135 1147 0 0
 136 1148 0 0
 137 1153 0 0
 138 1147 0 0
 139 1155 0 0
 140 1146 0 0
 141 1148 0 0
 142 1151 0 0
 143 1149 0 0
 144 1150 0 0
 145 1157 0 0
 146 1152 0 0
 147 1147 0 0
 148 1152 0 0
 149 1145 0 0
 150 1148 0 0
 151 1149 0 0
 152 1146 0 0
 153 1150 0 0
 154 1152 0 0
 155 1150 0 0
 156 1153 0 0
 157 1151 0 0
 158 1143 0 0
 159 1147 0 0
 160 1150 0 0
 161 1152 0 0
 162 1146 0 0
 163 1145 0 0
 164 1150 0 0
 165 1147 0 0
 166 1152 0 0
 167 1150 0 0
 168 1149 0 0
 169 1150 0 0
 170 1155 0 0
 171 1152 0 0
 172 1146 0 0
 173 1152 0 0
 174 1148 0 0
 175 1152 0 0
 176 1146 0 0
 177 1149 0 0
 178 1152 0 0
 179 1149 0 0
 180 1158 0 0
 181 1146 0 0
 182 1154 0 0
 183 1148 0 0
 184 1149 0 0
 185 1154 0 0
 186 1153 0 0
 187 1151 0 0
 188 1153 0 0
 189 1148 0 0
 190 1148 0 0
 191 1152 0 0
 192 1150 0 0
 193 1152 0 0
 194 1149 0 0
 195 1150 0 0
 196 1150 0 0
 197 1154 0 0
 198 1151 0 0
 199 1156 0 0
 200 1154 0 0
 201 1152 0 0
 202 1149 0 0
 203 1148 0 0
 204 1153 0 0
 205 1158 0 0
 206 1157 0 0
 207 1153 0 0
 208 1152 0 0
 209 1153 0 0
 210 1158 0 0
 211 1149 0 0
 212 1151 0 0
 213 1157 0 0
 214 1157 0 0
 215 1152 0 0
 216 1157 0 0
 217 1160 0 0
 218 1154 0 0
